"","masterid","latitude","longitude","huc","county","smcshed","csci","sampledate","sampleyear","fieldreplicate","CSCI.Score","Modified.Class","Flow.Metric.Name","Change_in_Flow.Metric_Value_(cfs)","CSCI.Threshold","CSCI.Level","0.3","0.5","0.9","Flow.Alteration.Stress"
"26","412M08638",34.20922,-118.17119,412,"Los Angeles","Los Angeles",0.98688507,2017-06-06,2017,1,0.99199514,"Natural","Wet-season median baseflow",17.0433142690643,0.79,"Healthy Biology","0 to 0","0 to 0","-337 to 205","Likely Stressed"
"27","412M08638",34.20922,-118.17119,412,"Los Angeles","Los Angeles",0.98688507,2017-06-06,2017,1,0.99199514,"Natural","Magnitude of largest annual storm",-11.7497238977928,0.79,"Healthy Biology","0 to 0","0 to 929","-8137 to 1251","Likely Stressed"
"28","SMC01260",34.06502,-117.97473,405,"Los Angeles","San Gabriel",0.54567054,2019-08-05,2019,1,0.54567054,"Hard Bottom","Dry-season median baseflow",8.45199225774225,0.67,"Unhealthy Biology","-9 to 1","-19 to 9","-29 to 27","Unlikely Stressed"
"29","SMC01260",34.06502,-117.97473,405,"Los Angeles","San Gabriel",0.54567054,2019-08-05,2019,1,0.54567054,"Hard Bottom","Fall pulse magnitude",69.5866163552336,0.67,"Unhealthy Biology","-89 to 14","-143 to 78","-227 to 248","Unlikely Stressed"
"30","SMC01260",34.06502,-117.97473,405,"Los Angeles","San Gabriel",0.54567054,2019-08-05,2019,1,0.54567054,"Hard Bottom","10-year flood magnitude",-1343.3510044955,0.67,"Unhealthy Biology","0 to 178","-1419 to 4812","-18486 to 8060","Unlikely Stressed"
"31","SMC01260",34.06502,-117.97473,405,"Los Angeles","San Gabriel",0.54567054,2019-08-05,2019,1,0.54567054,"Hard Bottom","2-year flood magnitude",74.0471926406927,0.67,"Unhealthy Biology","0 to 0","-2012 to 929","-7944 to 2334","Unlikely Stressed"
"32","SMC01260",34.06502,-117.97473,405,"Los Angeles","San Gabriel",0.54567054,2019-08-05,2019,1,0.54567054,"Hard Bottom","5-year flood magnitude",-306.229669330669,0.67,"Unhealthy Biology","0 to 0","-1804 to 3702","-18606 to 5693","Unlikely Stressed"
"33","SMC01260",34.06502,-117.97473,405,"Los Angeles","San Gabriel",0.54567054,2019-08-05,2019,1,0.54567054,"Hard Bottom","Spring recession magnitude",124.635175324675,0.67,"Unhealthy Biology","0 to 0","-633 to 972","-1127 to 2290","Unlikely Stressed"
"34","SMC01260",34.06502,-117.97473,405,"Los Angeles","San Gabriel",0.54567054,2019-08-05,2019,1,0.54567054,"Hard Bottom","Wet-season low baseflow",-1.10525396270396,0.67,"Unhealthy Biology","0 to 0","-12 to 14","-89 to 44","Unlikely Stressed"
"35","SMC01260",34.06502,-117.97473,405,"Los Angeles","San Gabriel",0.54567054,2019-08-05,2019,1,0.54567054,"Hard Bottom","Wet-season median baseflow",14.2141762404263,0.67,"Unhealthy Biology","0 to 0","-44 to 45","-368 to 205","Unlikely Stressed"
"36","SMC01260",34.06502,-117.97473,405,"Los Angeles","San Gabriel",0.54567054,2019-08-05,2019,1,0.54567054,"Hard Bottom","Magnitude of largest annual storm",-259.799910011348,0.67,"Unhealthy Biology","0 to 0","-2586 to 0","-12692 to 1251","Unlikely Stressed"
"37","903M20124",33.29947,-117.08415,903,"San Diego","Northern San Diego",0.96650029,2015-07-09,2015,1,0.96650029,"Natural","Dry-season median baseflow",1.60885298035298,0.79,"Healthy Biology","0 to 0","-11 to 2","-28 to 17","Unlikely Stressed"
"38","903M20124",33.29947,-117.08415,903,"San Diego","Northern San Diego",0.96650029,2015-07-09,2015,1,0.96650029,"Natural","Fall pulse magnitude",-7.98120859666042,0.79,"Healthy Biology","0 to 0","-81 to 18","-189 to 179","Unlikely Stressed"
"39","903M20124",33.29947,-117.08415,903,"San Diego","Northern San Diego",0.96650029,2015-07-09,2015,1,0.96650029,"Natural","10-year flood magnitude",-33.3067625707626,0.79,"Healthy Biology","0 to 0","0 to 53","-12290 to 8060","Likely Stressed"
"40","903M20124",33.29947,-117.08415,903,"San Diego","Northern San Diego",0.96650029,2015-07-09,2015,1,0.96650029,"Natural","2-year flood magnitude",-174.591982184482,0.79,"Healthy Biology","0 to 0","0 to 0","-2535 to 2199","Likely Stressed"
"41","903M20124",33.29947,-117.08415,903,"San Diego","Northern San Diego",0.96650029,2015-07-09,2015,1,0.96650029,"Natural","5-year flood magnitude",-5.83303929403936,0.79,"Healthy Biology","0 to 0","0 to 287","-16893 to 5693","Likely Stressed"
"42","903M20124",33.29947,-117.08415,903,"San Diego","Northern San Diego",0.96650029,2015-07-09,2015,1,0.96650029,"Natural","Spring recession magnitude",100.388672161172,0.79,"Healthy Biology","0 to 0","0 to 0","-1127 to 2290","Likely Stressed"
"43","903M20124",33.29947,-117.08415,903,"San Diego","Northern San Diego",0.96650029,2015-07-09,2015,1,0.96650029,"Natural","Wet-season low baseflow",1.79950392940393,0.79,"Healthy Biology","0 to 0","0 to 1","-38 to 30","Likely Stressed"
"44","903M20124",33.29947,-117.08415,903,"San Diego","Northern San Diego",0.96650029,2015-07-09,2015,1,0.96650029,"Natural","Wet-season median baseflow",6.28431626706626,0.79,"Healthy Biology","0 to 0","0 to 0","-337 to 205","Likely Stressed"
"45","903M20124",33.29947,-117.08415,903,"San Diego","Northern San Diego",0.96650029,2015-07-09,2015,1,0.96650029,"Natural","Magnitude of largest annual storm",-61.2921189923341,0.79,"Healthy Biology","0 to 0","0 to 929","-8137 to 1251","Likely Stressed"
"46","SMC05109",33.4745,-117.13858,902,"Riverside","Northern San Diego",0.61343003,2014-05-07,2014,2,0.58092846,"Natural","Dry-season median baseflow",-0.364555694305694,0.79,"Unhealthy Biology","0 to 0","-11 to 2","-28 to 17","Unlikely Stressed"
"47","SMC05109",33.4745,-117.13858,902,"Riverside","Northern San Diego",0.61343003,2014-05-07,2014,2,0.58092846,"Natural","Fall pulse magnitude",-8.19578991185384,0.79,"Unhealthy Biology","0 to 0","-81 to 18","-189 to 179","Unlikely Stressed"
"48","SMC05109",33.4745,-117.13858,902,"Riverside","Northern San Diego",0.61343003,2014-05-07,2014,2,0.58092846,"Natural","10-year flood magnitude",-1198.19249070929,0.79,"Unhealthy Biology","0 to 0","0 to 53","-12290 to 8060","Likely Stressed"
"49","SMC05109",33.4745,-117.13858,902,"Riverside","Northern San Diego",0.61343003,2014-05-07,2014,2,0.58092846,"Natural","2-year flood magnitude",-360.695555111555,0.79,"Unhealthy Biology","0 to 0","0 to 0","-2535 to 2199","Likely Stressed"
"50","SMC05109",33.4745,-117.13858,902,"Riverside","Northern San Diego",0.61343003,2014-05-07,2014,2,0.58092846,"Natural","5-year flood magnitude",-1169.63984111127,0.79,"Unhealthy Biology","0 to 0","0 to 287","-16893 to 5693","Likely Stressed"
"51","SMC05109",33.4745,-117.13858,902,"Riverside","Northern San Diego",0.61343003,2014-05-07,2014,2,0.58092846,"Natural","Spring recession magnitude",19.0111618381619,0.79,"Unhealthy Biology","0 to 0","0 to 0","-1127 to 2290","Likely Stressed"
"52","SMC05109",33.4745,-117.13858,902,"Riverside","Northern San Diego",0.61343003,2014-05-07,2014,2,0.58092846,"Natural","Wet-season low baseflow",-0.551164718614717,0.79,"Unhealthy Biology","0 to 0","0 to 1","-38 to 30","Likely Stressed"
"53","SMC05109",33.4745,-117.13858,902,"Riverside","Northern San Diego",0.61343003,2014-05-07,2014,2,0.58092846,"Natural","Wet-season median baseflow",-2.16478021978021,0.79,"Unhealthy Biology","0 to 0","0 to 0","-337 to 205","Likely Stressed"
"54","SMC05109",33.4745,-117.13858,902,"Riverside","Northern San Diego",0.61343003,2014-05-07,2014,2,0.58092846,"Natural","Magnitude of largest annual storm",-826.92188119173,0.79,"Unhealthy Biology","0 to 0","0 to 929","-8137 to 1251","Likely Stressed"
"55","SMC01544",34.29729,-118.24843,412,"Los Angeles","Los Angeles",0.76452111,2021-06-15,2021,1,0.76452111,"Natural","Dry-season median baseflow",-0.790368714618715,0.79,"Unhealthy Biology","0 to 0","-11 to 2","-28 to 17","Unlikely Stressed"
"56","SMC01544",34.29729,-118.24843,412,"Los Angeles","Los Angeles",0.76452111,2021-06-15,2021,1,0.76452111,"Natural","Fall pulse magnitude",2.97664287391353,0.79,"Unhealthy Biology","0 to 0","-81 to 18","-189 to 179","Unlikely Stressed"
"57","SMC01544",34.29729,-118.24843,412,"Los Angeles","Los Angeles",0.76452111,2021-06-15,2021,1,0.76452111,"Natural","10-year flood magnitude",-165.091487812188,0.79,"Unhealthy Biology","0 to 0","0 to 53","-12290 to 8060","Likely Stressed"
"58","SMC01544",34.29729,-118.24843,412,"Los Angeles","Los Angeles",0.76452111,2021-06-15,2021,1,0.76452111,"Natural","2-year flood magnitude",-57.3207066267066,0.79,"Unhealthy Biology","0 to 0","0 to 0","-2535 to 2199","Likely Stressed"
"59","SMC01544",34.29729,-118.24843,412,"Los Angeles","Los Angeles",0.76452111,2021-06-15,2021,1,0.76452111,"Natural","5-year flood magnitude",-68.7315616716617,0.79,"Unhealthy Biology","0 to 0","0 to 287","-16893 to 5693","Likely Stressed"
"60","SMC01544",34.29729,-118.24843,412,"Los Angeles","Los Angeles",0.76452111,2021-06-15,2021,1,0.76452111,"Natural","Spring recession magnitude",51.0800018315018,0.79,"Unhealthy Biology","0 to 0","0 to 0","-1127 to 2290","Likely Stressed"
"61","SMC01544",34.29729,-118.24843,412,"Los Angeles","Los Angeles",0.76452111,2021-06-15,2021,1,0.76452111,"Natural","Wet-season low baseflow",-2.67907447552448,0.79,"Unhealthy Biology","0 to 0","0 to 1","-38 to 30","Likely Stressed"
"62","SMC01544",34.29729,-118.24843,412,"Los Angeles","Los Angeles",0.76452111,2021-06-15,2021,1,0.76452111,"Natural","Wet-season median baseflow",-0.477483183483181,0.79,"Unhealthy Biology","0 to 0","0 to 0","-337 to 205","Likely Stressed"
"63","SMC01544",34.29729,-118.24843,412,"Los Angeles","Los Angeles",0.76452111,2021-06-15,2021,1,0.76452111,"Natural","Magnitude of largest annual storm",-97.1172213273382,0.79,"Unhealthy Biology","0 to 0","0 to 929","-8137 to 1251","Likely Stressed"
"64","901M14137",33.49418,-117.71659,901,"Orange","San Juan",0.43763239,2017-06-20,2017,1,0.43763239,"Natural","Dry-season median baseflow",1.32729170829171,0.79,"Unhealthy Biology","0 to 0","-11 to 2","-28 to 17","Unlikely Stressed"
"65","901M14137",33.49418,-117.71659,901,"Orange","San Juan",0.43763239,2017-06-20,2017,1,0.43763239,"Natural","Fall pulse magnitude",22.5112336965947,0.79,"Unhealthy Biology","0 to 0","-81 to 18","-189 to 179","Likely Stressed"
"66","901M14137",33.49418,-117.71659,901,"Orange","San Juan",0.43763239,2017-06-20,2017,1,0.43763239,"Natural","10-year flood magnitude",271.588938628039,0.79,"Unhealthy Biology","0 to 0","0 to 53","-12290 to 8060","Likely Stressed"
"67","901M14137",33.49418,-117.71659,901,"Orange","San Juan",0.43763239,2017-06-20,2017,1,0.43763239,"Natural","2-year flood magnitude",136.294965534465,0.79,"Unhealthy Biology","0 to 0","0 to 0","-2535 to 2199","Likely Stressed"
"68","901M14137",33.49418,-117.71659,901,"Orange","San Juan",0.43763239,2017-06-20,2017,1,0.43763239,"Natural","5-year flood magnitude",40.7008093573092,0.79,"Unhealthy Biology","0 to 0","0 to 287","-16893 to 5693","Unlikely Stressed"
"69","901M14137",33.49418,-117.71659,901,"Orange","San Juan",0.43763239,2017-06-20,2017,1,0.43763239,"Natural","Spring recession magnitude",144.549328338328,0.79,"Unhealthy Biology","0 to 0","0 to 0","-1127 to 2290","Likely Stressed"
"70","901M14137",33.49418,-117.71659,901,"Orange","San Juan",0.43763239,2017-06-20,2017,1,0.43763239,"Natural","Wet-season low baseflow",1.62309891774892,0.79,"Unhealthy Biology","0 to 0","0 to 1","-38 to 30","Likely Stressed"
"71","901M14137",33.49418,-117.71659,901,"Orange","San Juan",0.43763239,2017-06-20,2017,1,0.43763239,"Natural","Wet-season median baseflow",4.97058066933067,0.79,"Unhealthy Biology","0 to 0","0 to 0","-337 to 205","Likely Stressed"
"72","901M14137",33.49418,-117.71659,901,"Orange","San Juan",0.43763239,2017-06-20,2017,1,0.43763239,"Natural","Magnitude of largest annual storm",-15.9316904192548,0.79,"Unhealthy Biology","0 to 0","0 to 929","-8137 to 1251","Likely Stressed"
"73","904M21729",33.09835,-117.13358,904,"San Diego","Central San Diego",0.79670314,2016-06-14,2016,1,0.79670314,"Natural","Dry-season median baseflow",0.280928821178821,0.79,"Healthy Biology","0 to 0","-11 to 2","-28 to 17","Unlikely Stressed"
"74","904M21729",33.09835,-117.13358,904,"San Diego","Central San Diego",0.79670314,2016-06-14,2016,1,0.79670314,"Natural","Fall pulse magnitude",3.09101466775113,0.79,"Healthy Biology","0 to 0","-81 to 18","-189 to 179","Unlikely Stressed"
"75","904M21729",33.09835,-117.13358,904,"San Diego","Central San Diego",0.79670314,2016-06-14,2016,1,0.79670314,"Natural","10-year flood magnitude",-36.1734025974026,0.79,"Healthy Biology","0 to 0","0 to 53","-12290 to 8060","Likely Stressed"
"76","904M21729",33.09835,-117.13358,904,"San Diego","Central San Diego",0.79670314,2016-06-14,2016,1,0.79670314,"Natural","2-year flood magnitude",-125.904326506827,0.79,"Healthy Biology","0 to 0","0 to 0","-2535 to 2199","Likely Stressed"
"77","904M21729",33.09835,-117.13358,904,"San Diego","Central San Diego",0.79670314,2016-06-14,2016,1,0.79670314,"Natural","5-year flood magnitude",-10.4729952380953,0.79,"Healthy Biology","0 to 0","0 to 287","-16893 to 5693","Likely Stressed"
"78","904M21729",33.09835,-117.13358,904,"San Diego","Central San Diego",0.79670314,2016-06-14,2016,1,0.79670314,"Natural","Spring recession magnitude",54.5297057942058,0.79,"Healthy Biology","0 to 0","0 to 0","-1127 to 2290","Likely Stressed"
"79","904M21729",33.09835,-117.13358,904,"San Diego","Central San Diego",0.79670314,2016-06-14,2016,1,0.79670314,"Natural","Wet-season low baseflow",0.0247075424575426,0.79,"Healthy Biology","0 to 0","0 to 1","-38 to 30","Unlikely Stressed"
"80","904M21729",33.09835,-117.13358,904,"San Diego","Central San Diego",0.79670314,2016-06-14,2016,1,0.79670314,"Natural","Wet-season median baseflow",0.91160939060939,0.79,"Healthy Biology","0 to 0","0 to 0","-337 to 205","Likely Stressed"
"81","904M21729",33.09835,-117.13358,904,"San Diego","Central San Diego",0.79670314,2016-06-14,2016,1,0.79670314,"Natural","Magnitude of largest annual storm",-22.2318016849636,0.79,"Healthy Biology","0 to 0","0 to 929","-8137 to 1251","Likely Stressed"
"82","SMC16266",32.81855,-116.75313,909,"San Diego","Southern San Diego",0.82153319,2011-08-01,2011,1,0.82153319,"Natural","Dry-season median baseflow",0.226501165501166,0.79,"Healthy Biology","0 to 0","-11 to 2","-28 to 17","Unlikely Stressed"
"83","SMC16266",32.81855,-116.75313,909,"San Diego","Southern San Diego",0.82153319,2011-08-01,2011,1,0.82153319,"Natural","Fall pulse magnitude",5.77406430192715,0.79,"Healthy Biology","0 to 0","-81 to 18","-189 to 179","Unlikely Stressed"
"84","SMC16266",32.81855,-116.75313,909,"San Diego","Southern San Diego",0.82153319,2011-08-01,2011,1,0.82153319,"Natural","10-year flood magnitude",-1.5464731601731,0.79,"Healthy Biology","0 to 0","0 to 53","-12290 to 8060","Likely Stressed"
"85","SMC16266",32.81855,-116.75313,909,"San Diego","Southern San Diego",0.82153319,2011-08-01,2011,1,0.82153319,"Natural","2-year flood magnitude",-84.4415171495172,0.79,"Healthy Biology","0 to 0","0 to 0","-2535 to 2199","Likely Stressed"
"86","SMC16266",32.81855,-116.75313,909,"San Diego","Southern San Diego",0.82153319,2011-08-01,2011,1,0.82153319,"Natural","5-year flood magnitude",-11.911361938062,0.79,"Healthy Biology","0 to 0","0 to 287","-16893 to 5693","Likely Stressed"
"87","SMC16266",32.81855,-116.75313,909,"San Diego","Southern San Diego",0.82153319,2011-08-01,2011,1,0.82153319,"Natural","Spring recession magnitude",25.7116498501499,0.79,"Healthy Biology","0 to 0","0 to 0","-1127 to 2290","Likely Stressed"
"88","SMC16266",32.81855,-116.75313,909,"San Diego","Southern San Diego",0.82153319,2011-08-01,2011,1,0.82153319,"Natural","Wet-season low baseflow",0.653376623376624,0.79,"Healthy Biology","0 to 0","0 to 1","-38 to 30","Unlikely Stressed"
"89","SMC16266",32.81855,-116.75313,909,"San Diego","Southern San Diego",0.82153319,2011-08-01,2011,1,0.82153319,"Natural","Wet-season median baseflow",1.74550915750916,0.79,"Healthy Biology","0 to 0","0 to 0","-337 to 205","Likely Stressed"
"90","SMC16266",32.81855,-116.75313,909,"San Diego","Southern San Diego",0.82153319,2011-08-01,2011,1,0.82153319,"Natural","Magnitude of largest annual storm",0.475193585312532,0.79,"Healthy Biology","0 to 0","0 to 929","-8137 to 1251","Unlikely Stressed"
"91","SMC02536",34.26861,-118.6736,408,"Ventura","Calleguas",0.60351498,2011-06-29,2011,1,0.60351498,"Hard Bottom","Dry-season median baseflow",1.70030652680653,0.67,"Unhealthy Biology","-9 to 1","-19 to 9","-29 to 27","Unlikely Stressed"
"92","SMC02536",34.26861,-118.6736,408,"Ventura","Calleguas",0.60351498,2011-06-29,2011,1,0.60351498,"Hard Bottom","Fall pulse magnitude",25.0936193392372,0.67,"Unhealthy Biology","-89 to 14","-143 to 78","-227 to 248","Unlikely Stressed"
"93","SMC02536",34.26861,-118.6736,408,"Ventura","Calleguas",0.60351498,2011-06-29,2011,1,0.60351498,"Hard Bottom","2-year flood magnitude",-28.6553146853148,0.67,"Unhealthy Biology","0 to 0","-2012 to 929","-7944 to 2334","Unlikely Stressed"
"94","SMC02536",34.26861,-118.6736,408,"Ventura","Calleguas",0.60351498,2011-06-29,2011,1,0.60351498,"Hard Bottom","5-year flood magnitude",10.4220188478188,0.67,"Unhealthy Biology","0 to 0","-1804 to 3702","-18606 to 5693","Unlikely Stressed"
"95","SMC02536",34.26861,-118.6736,408,"Ventura","Calleguas",0.60351498,2011-06-29,2011,1,0.60351498,"Hard Bottom","Spring recession magnitude",214.111738927739,0.67,"Unhealthy Biology","0 to 0","-633 to 972","-1127 to 2290","Unlikely Stressed"
"96","SMC02536",34.26861,-118.6736,408,"Ventura","Calleguas",0.60351498,2011-06-29,2011,1,0.60351498,"Hard Bottom","Wet-season low baseflow",2.02788185148185,0.67,"Unhealthy Biology","0 to 0","-12 to 14","-89 to 44","Unlikely Stressed"
"97","SMC02536",34.26861,-118.6736,408,"Ventura","Calleguas",0.60351498,2011-06-29,2011,1,0.60351498,"Hard Bottom","Wet-season median baseflow",10.6239775224775,0.67,"Unhealthy Biology","0 to 0","-44 to 45","-368 to 205","Unlikely Stressed"
"98","SMC02536",34.26861,-118.6736,408,"Ventura","Calleguas",0.60351498,2011-06-29,2011,1,0.60351498,"Hard Bottom","Magnitude of largest annual storm",4.73949995454381,0.67,"Unhealthy Biology","0 to 0","-2586 to 0","-12692 to 1251","Likely Stressed"
"99","SMC08335",34.34583,-119.29948,402,"Ventura","Ventura",0.79271796,2010-07-07,2010,1,0.79271796,"Natural","Dry-season median baseflow",3.13886163836162,0.79,"Healthy Biology","0 to 0","-11 to 2","-28 to 17","Likely Stressed"
"100","SMC08335",34.34583,-119.29948,402,"Ventura","Ventura",0.79271796,2010-07-07,2010,1,0.79271796,"Natural","Fall pulse magnitude",10.424646183834,0.79,"Healthy Biology","0 to 0","-81 to 18","-189 to 179","Unlikely Stressed"
"101","SMC08335",34.34583,-119.29948,402,"Ventura","Ventura",0.79271796,2010-07-07,2010,1,0.79271796,"Natural","10-year flood magnitude",1163.91516483516,0.79,"Healthy Biology","0 to 0","0 to 53","-12290 to 8060","Likely Stressed"
"102","SMC08335",34.34583,-119.29948,402,"Ventura","Ventura",0.79271796,2010-07-07,2010,1,0.79271796,"Natural","2-year flood magnitude",-1626.9310909091,0.79,"Healthy Biology","0 to 0","0 to 0","-2535 to 2199","Likely Stressed"
"103","SMC08335",34.34583,-119.29948,402,"Ventura","Ventura",0.79271796,2010-07-07,2010,1,0.79271796,"Natural","5-year flood magnitude",-1551.46350732601,0.79,"Healthy Biology","0 to 0","0 to 287","-16893 to 5693","Likely Stressed"
"104","SMC08335",34.34583,-119.29948,402,"Ventura","Ventura",0.79271796,2010-07-07,2010,1,0.79271796,"Natural","Spring recession magnitude",101.696027306028,0.79,"Healthy Biology","0 to 0","0 to 0","-1127 to 2290","Likely Stressed"
"105","SMC08335",34.34583,-119.29948,402,"Ventura","Ventura",0.79271796,2010-07-07,2010,1,0.79271796,"Natural","Wet-season low baseflow",4.70977765567765,0.79,"Healthy Biology","0 to 0","0 to 1","-38 to 30","Likely Stressed"
"106","SMC08335",34.34583,-119.29948,402,"Ventura","Ventura",0.79271796,2010-07-07,2010,1,0.79271796,"Natural","Wet-season median baseflow",4.00893922743922,0.79,"Healthy Biology","0 to 0","0 to 0","-337 to 205","Likely Stressed"
